activity_id,deal_id,rep_id,activity_type,activity_date,duration_mins,outcome,notes
A003017,D01118,R005,Demo,2024-12-09,30,Negative,Decision deferred
A003018,D00168,R001,Meeting,2023-04-13,60,Positive,Follow up scheduled
A003019,D00954,R001,Call,2024-11-11,30,Neutral,Awaiting legal review
A003020,D00661,R003,Demo,2024-01-18,90,Positive,Decision deferred
A003021,D00695,R001,Meeting,2024-11-19,45,Positive,Decision deferred
A003022,D00925,R001,Meeting,2023-05-27,30,No Response,Champion confirmed
A003023,D00152,R001,Follow-up,2023-06-04,60,Negative,Decision deferred
A003024,D00586,R005,Follow-up,2024-12-04,45,Positive,Follow up scheduled
A003025,D00913,R002,Demo,2023-12-13,120,Negative,Awaiting legal review
A003026,D00274,R002,Meeting,2023-05-05,15,Neutral,Follow up scheduled
A003027,D00496,R001,Meeting,2023-06-08,15,Negative,Decision deferred
A003028,D00101,R003,Follow-up,2024-05-15,90,Positive,Awaiting legal review
A003029,D00557,R003,Follow-up,2024-08-15,90,Positive,Decision deferred
A003030,D01106,R005,Demo,2024-03-27,30,Neutral,Champion confirmed
A003031,D00073,R002,Follow-up,2024-12-29,30,Positive,Stakeholder meeting set
A003032,D01038,R002,Proposal Sent,2024-11-13,45,Negative,Stakeholder meeting set
A003033,D00157,R002,Meeting,2023-07-04,45,Neutral,Follow up scheduled
A003034,D00735,R004,Meeting,2024-11-28,90,Positive,Decision deferred
A003035,D00132,R005,Email,2023-05-28,120,Neutral,Follow up scheduled
A003036,D01019,R004,Demo,2023-09-18,30,Positive,Budget approved
A003037,D00559,R001,Follow-up,2023-11-14,90,Negative,Stakeholder meeting set
A003038,D00107,R002,Email,2024-01-25,90,Positive,Follow up scheduled
A003039,D00265,R002,Email,2024-12-10,120,No Response,Stakeholder meeting set
A003040,D01103,R002,Demo,2023-04-09,90,Neutral,Stakeholder meeting set
A003041,D00155,R003,Email,2024-11-19,90,Positive,Budget approved
A003042,D00988,R004,Demo,2023-08-20,120,Positive,Awaiting legal review
A003043,D00997,R005,Call,2024-03-30,15,Positive,Stakeholder meeting set
A003044,D00247,R005,Demo,2024-10-29,30,Neutral,Follow up scheduled
A003045,D00531,R003,Proposal Sent,2023-07-23,90,No Response,Sent pricing deck
A003046,D00858,R002,Demo,2024-10-18,30,Neutral,
A003047,D00538,R005,Follow-up,2023-03-15,120,Positive,
A003048,D00729,R003,Follow-up,2023-01-14,45,Neutral,Sent pricing deck
A003049,D01178,R003,Call,2024-06-10,45,Negative,Decision deferred
A003050,D00154,R002,Follow-up,2023-04-14,30,No Response,
A003051,D00092,R001,Meeting,2024-03-05,120,Negative,Stakeholder meeting set
A003052,D00338,R001,Proposal Sent,2024-05-03,15,Neutral,
A003053,D01155,R004,Email,2023-11-09,45,Neutral,
A003054,D00450,R002,Call,2024-11-25,120,Negative,Champion confirmed
A003055,D00810,R001,Follow-up,2024-11-15,15,No Response,Stakeholder meeting set
A003056,D00787,R002,Demo,2024-12-25,90,Positive,Awaiting legal review
A003057,D00273,R005,Proposal Sent,2023-07-12,30,Positive,Sent pricing deck
A003058,D00588,R004,Proposal Sent,2024-08-14,30,No Response,Awaiting legal review
A003059,D00177,R005,Follow-up,2023-08-26,60,Positive,Budget approved
A003060,D00831,R005,Demo,2024-03-28,15,Positive,Budget approved
A003061,D00643,R005,Demo,2023-06-30,30,No Response,Stakeholder meeting set
A003062,D01073,R003,Call,2024-02-14,45,Neutral,
A003063,D00567,R005,Meeting,2024-11-11,45,Positive,Budget approved
A003064,D00666,R005,Call,2024-10-17,15,Neutral,Stakeholder meeting set
A003065,D00868,R005,Call,2024-12-29,120,No Response,Decision deferred
A003066,D01070,R005,Email,2024-06-14,90,Neutral,Decision deferred
A003067,D00302,R005,Email,2024-09-29,30,No Response,Awaiting legal review
A003068,D00868,R005,Email,2024-12-18,90,Neutral,Follow up scheduled
A003069,D00912,R004,Email,2023-12-30,15,No Response,Champion confirmed
A003070,D00408,R005,Email,2024-08-02,90,Neutral,Budget approved
A003071,D00822,R001,Proposal Sent,2024-10-23,15,Neutral,Follow up scheduled
A003072,D01153,R003,Call,2024-05-11,30,Neutral,Awaiting legal review
A003073,D00561,R001,Proposal Sent,2024-11-15,15,Positive,
A003074,D01142,R004,Meeting,2023-03-07,60,Negative,Sent pricing deck
A003075,D00464,R003,Follow-up,2024-06-10,90,Neutral,Awaiting legal review
A003076,D00144,R005,Call,2024-01-07,15,Positive,Stakeholder meeting set
A003077,D00442,R005,Follow-up,2024-09-17,120,Negative,Awaiting legal review
A003078,D01181,R001,Meeting,2023-07-01,15,No Response,
A003079,D00487,R004,Follow-up,2024-11-16,45,No Response,Stakeholder meeting set
A003080,D00860,R002,Follow-up,2024-12-07,90,Neutral,Decision deferred
A003081,D01158,R005,Email,2023-08-14,45,No Response,Sent pricing deck
A003082,D00148,R003,Demo,2023-03-26,60,Positive,
A003083,D01095,R001,Demo,2023-07-25,120,Neutral,Decision deferred
A003084,D00811,R002,Email,2024-04-15,15,Neutral,Sent pricing deck
A003085,D00666,R005,Meeting,2024-10-21,120,Positive,Awaiting legal review
A003086,D00090,R002,Meeting,2023-09-16,30,Positive,Sent pricing deck
A003087,D00199,R002,Call,2023-09-22,120,Positive,
A003088,D01185,R003,Proposal Sent,2024-11-16,60,No Response,Budget approved
A003089,D00538,R005,Meeting,2023-05-13,90,Positive,Stakeholder meeting set
A003090,D01145,R001,Proposal Sent,2023-08-17,45,Positive,Champion confirmed
A003091,D00301,R001,Meeting,2023-07-11,90,Neutral,
A003092,D00724,R002,Email,2024-03-27,30,Positive,Follow up scheduled
A003093,D00963,R003,Email,2024-09-22,90,Positive,Awaiting legal review
A003094,D00068,R005,Demo,2023-09-12,60,Neutral,Sent pricing deck
A003095,D00459,R002,Meeting,2023-08-02,60,Positive,Sent pricing deck
A003096,D00398,R002,Meeting,2023-03-29,90,Neutral,Champion confirmed
A003097,D00620,R005,Call,2023-04-07,120,Positive,Sent pricing deck
A003098,D01164,R001,Proposal Sent,2023-02-19,60,Neutral,Follow up scheduled
A003099,D00730,R002,Follow-up,2023-03-15,60,Neutral,
A003100,D00556,R003,Call,2024-08-17,30,Positive,Stakeholder meeting set
A003101,D00781,R003,Meeting,2023-04-01,120,Positive,Decision deferred
A003102,D00894,R004,Follow-up,2023-05-01,45,Negative,
A003103,D00610,R004,Meeting,2024-04-15,90,Positive,Decision deferred
A003104,D00748,R002,Call,2023-07-30,60,Neutral,Champion confirmed
A003105,D00282,R001,Follow-up,2023-05-03,45,Positive,Champion confirmed
A003106,D00661,R003,Call,2024-02-15,30,Positive,Champion confirmed
A003107,D00924,R004,Meeting,2023-03-21,120,Neutral,Awaiting legal review
A003108,D00996,R004,Email,2024-04-06,30,Neutral,Budget approved
A003109,D00746,R002,Follow-up,2023-04-03,60,Positive,Follow up scheduled
A003110,D00087,R003,Demo,2023-09-23,60,Neutral,
A003111,D01103,R002,Meeting,2023-04-11,90,Positive,Budget approved
A003112,D00791,R003,Email,2024-11-14,30,Neutral,Champion confirmed
A003113,D00304,R005,Follow-up,2024-04-24,45,Positive,Champion confirmed
A003114,D00130,R005,Follow-up,2024-06-19,15,Positive,Stakeholder meeting set
A003115,D00596,R001,Demo,2023-10-23,15,No Response,Decision deferred
A003116,D00558,R005,Meeting,2024-05-12,30,Positive,Budget approved
A003117,D00899,R001,Email,2023-10-01,120,Negative,Awaiting legal review
A003118,D00078,R003,Follow-up,2023-07-22,45,Neutral,Stakeholder meeting set
A003119,D00784,R001,Call,2024-03-21,90,Positive,Champion confirmed
A003120,D00674,R002,Email,2023-04-06,60,Neutral,
A003121,D00238,R004,Proposal Sent,2023-08-14,90,Positive,Follow up scheduled
A003122,D01158,R005,Proposal Sent,2023-09-15,45,Positive,Budget approved
A003123,D00278,R002,Email,2023-06-27,15,Negative,Sent pricing deck
A003124,D01042,R004,Demo,2024-01-15,30,No Response,
A003125,D00524,R001,Proposal Sent,2024-12-03,30,Positive,Decision deferred
A003126,D00180,R004,Email,2024-09-29,15,No Response,Sent pricing deck
A003127,D00123,R004,Proposal Sent,2024-06-25,120,Neutral,Sent pricing deck
A003128,D01075,R002,Call,2024-11-11,120,Neutral,Stakeholder meeting set
A003129,D01095,R001,Demo,2023-06-10,30,Neutral,Sent pricing deck
A003130,D00480,R003,Email,2023-06-03,45,Negative,Follow up scheduled
A003131,D01043,R001,Call,2024-10-12,45,Neutral,Awaiting legal review
A003132,D00084,R004,Follow-up,2023-08-04,15,No Response,Awaiting legal review
A003133,D01179,R005,Follow-up,2024-10-09,30,Positive,Budget approved
A003134,D00565,R001,Demo,2024-01-06,45,Positive,Decision deferred
A003135,D00619,R004,Call,2023-12-17,15,Negative,Stakeholder meeting set
A003136,D00357,R003,Meeting,2024-11-28,90,Negative,Decision deferred
A003137,D00816,R003,Follow-up,2024-11-13,30,Neutral,Follow up scheduled
A003138,D00647,R005,Email,2024-12-27,60,Positive,Budget approved
A003139,D00443,R003,Demo,2024-08-22,60,Positive,Follow up scheduled
A003140,D01093,R003,Proposal Sent,2024-08-01,45,Negative,Budget approved
A003141,D00523,R001,Follow-up,2024-07-14,15,Negative,Follow up scheduled
A003142,D00143,R005,Email,2023-12-27,30,No Response,Sent pricing deck
A003143,D00192,R001,Meeting,2023-01-10,90,No Response,Stakeholder meeting set
A003144,D00378,R001,Meeting,2024-02-24,30,Positive,Sent pricing deck
A003145,D00581,R005,Follow-up,2023-05-10,120,Positive,Decision deferred
A003146,D00535,R003,Call,2023-12-05,30,Positive,Sent pricing deck
A003147,D01033,R003,Demo,2024-09-08,60,Positive,Follow up scheduled
A003148,D00093,R005,Proposal Sent,2024-05-19,45,Neutral,Sent pricing deck
A003149,D00529,R004,Follow-up,2023-09-11,45,Positive,Champion confirmed
A003150,D01178,R003,Follow-up,2024-03-25,30,Neutral,Stakeholder meeting set
A003151,D00405,R001,Email,2023-09-13,30,Neutral,Sent pricing deck
A003152,D00840,R002,Meeting,2024-12-29,120,Negative,Stakeholder meeting set
A003153,D01173,R005,Email,2023-12-20,60,Neutral,Sent pricing deck
A003154,D00889,R003,Demo,2024-05-19,120,Neutral,Decision deferred
A003155,D00422,R005,Email,2024-01-09,120,Positive,Budget approved
A003156,D00472,R005,Call,2023-06-02,30,Positive,Sent pricing deck
A003157,D00893,R001,Follow-up,2024-10-28,15,Neutral,Decision deferred
A003158,D00547,R005,Proposal Sent,2024-11-13,90,Positive,Sent pricing deck
A003159,D00631,R005,Email,2024-03-09,45,Positive,Sent pricing deck
A003160,D01038,R002,Proposal Sent,2024-11-06,45,Neutral,Awaiting legal review
A003161,D00778,R005,Proposal Sent,2023-07-26,90,Positive,Sent pricing deck
A003162,D00364,R001,Call,2023-10-21,60,Positive,Follow up scheduled
A003163,D00119,R003,Email,2024-02-25,30,Negative,Follow up scheduled
A003164,D00546,R002,Meeting,2023-12-10,45,No Response,Decision deferred
A003165,D01193,R004,Proposal Sent,2023-03-18,90,Neutral,Budget approved
A003166,D00522,R004,Proposal Sent,2024-09-14,90,Neutral,Awaiting legal review
A003167,D00634,R003,Demo,2023-03-05,90,Positive,Sent pricing deck
A003168,D00963,R003,Proposal Sent,2024-09-03,30,Neutral,Sent pricing deck
A003169,D00958,R003,Follow-up,2024-11-26,60,Neutral,Stakeholder meeting set
A003170,D00883,R002,Email,2024-05-28,60,Positive,Budget approved
A003171,D00780,R002,Follow-up,2023-07-30,90,Positive,Stakeholder meeting set
A003172,D00871,R001,Call,2024-09-16,120,Positive,Follow up scheduled
A003173,D00516,R001,Email,2024-10-04,30,Positive,Stakeholder meeting set
A003174,D00938,R001,Call,2024-07-31,30,Positive,Awaiting legal review
A003175,D00866,R003,Call,2024-12-30,30,Positive,Budget approved
A003176,D00106,R001,Email,2024-12-27,120,Positive,Budget approved
A003177,D01109,R003,Call,2023-06-14,60,Neutral,Sent pricing deck
A003178,D00214,R005,Call,2024-12-14,30,Positive,Decision deferred
A003179,D01145,R001,Call,2023-07-05,45,Positive,Awaiting legal review
A003180,D01156,R005,Email,2023-05-27,60,Neutral,Follow up scheduled
A003181,D00850,R003,Call,2023-10-01,90,No Response,Champion confirmed
A003182,D00197,R005,Follow-up,2023-10-09,120,Neutral,
A003183,D00019,R005,Follow-up,2023-08-12,60,Negative,
A003184,D00642,R005,Email,2024-09-23,90,Negative,
A003185,D01036,R002,Call,2024-12-26,15,Positive,Stakeholder meeting set
A003186,D01105,R005,Demo,2024-09-06,120,Positive,Champion confirmed
A003187,D00330,R004,Call,2024-01-23,120,Positive,Stakeholder meeting set
A003188,D00866,R003,Email,2024-12-15,120,Neutral,
A003189,D00774,R002,Call,2024-09-24,45,Negative,Decision deferred
A003190,D00392,R002,Demo,2024-09-22,30,Neutral,Budget approved
A003191,D00637,R003,Email,2024-01-16,60,Negative,Champion confirmed
A003192,D00307,R003,Call,2024-02-28,60,No Response,Awaiting legal review
A003193,D00895,R002,Follow-up,2024-01-25,120,Negative,Stakeholder meeting set
A003194,D00652,R002,Call,2023-09-26,30,Neutral,Sent pricing deck
A003195,D00841,R004,Proposal Sent,2024-12-31,30,Negative,Champion confirmed
A003196,D01026,R001,Meeting,2023-06-14,120,Positive,Decision deferred
A003197,D00520,R004,Meeting,2024-06-27,90,Neutral,Follow up scheduled
A003198,D00636,R001,Follow-up,2024-05-11,15,Positive,Champion confirmed
A003199,D00740,R002,Meeting,2024-01-23,120,Positive,Stakeholder meeting set
A003200,D00469,R002,Call,2024-06-11,15,Negative,Awaiting legal review
A003201,D00212,R001,Proposal Sent,2023-11-21,90,Positive,Sent pricing deck
A003202,D01136,R005,Call,2023-04-06,45,Positive,
A003203,D01032,R003,Email,2024-06-26,45,Positive,
A003204,D00804,R002,Follow-up,2023-07-09,15,Neutral,Stakeholder meeting set
A003205,D00477,R002,Follow-up,2024-04-02,90,Neutral,Budget approved
A003206,D00874,R004,Demo,2024-01-21,120,Neutral,Awaiting legal review
A003207,D00460,R001,Demo,2024-10-28,60,Positive,Awaiting legal review
A003208,D00253,R001,Meeting,2023-12-19,30,Negative,Champion confirmed
A003209,D00752,R002,Email,2023-03-19,45,No Response,Stakeholder meeting set
A003210,D00981,R002,Proposal Sent,2024-07-05,45,Neutral,Stakeholder meeting set
A003211,D00854,R003,Follow-up,2024-06-06,30,Positive,Stakeholder meeting set
A003212,D00236,R005,Demo,2023-05-21,45,Positive,Champion confirmed
A003213,D00478,R002,Email,2024-06-24,120,Positive,Sent pricing deck
A003214,D00679,R002,Demo,2024-06-27,15,Neutral,Champion confirmed
A003215,D01044,R004,Follow-up,2024-07-03,45,Positive,Sent pricing deck
A003216,D00216,R001,Proposal Sent,2024-08-28,60,Neutral,Stakeholder meeting set
A003217,D00855,R002,Follow-up,2024-10-16,30,No Response,Awaiting legal review
A003218,D00135,R004,Meeting,2023-09-12,45,Negative,Follow up scheduled
A003219,D00905,R002,Demo,2023-11-12,120,Positive,Sent pricing deck
A003220,D01153,R003,Call,2024-07-06,60,No Response,Decision deferred
A003221,D00410,R001,Call,2024-12-16,45,Positive,
A003222,D00086,R005,Proposal Sent,2024-01-16,60,No Response,Follow up scheduled
A003223,D00556,R003,Call,2024-09-29,120,Positive,Sent pricing deck
A003224,D00378,R001,Proposal Sent,2024-02-28,15,Neutral,Champion confirmed
A003225,D01075,R002,Demo,2024-11-29,120,Neutral,Stakeholder meeting set
A003226,D00242,R002,Call,2024-02-06,15,Positive,Decision deferred
A003227,D00920,R004,Follow-up,2024-11-11,45,No Response,Awaiting legal review
A003228,D00266,R002,Meeting,2024-04-01,30,Positive,Budget approved
A003229,D01144,R004,Call,2023-04-03,30,No Response,Sent pricing deck
A003230,D00712,R003,Proposal Sent,2024-12-22,90,Neutral,Champion confirmed
A003231,D00070,R003,Meeting,2024-09-06,120,Negative,Budget approved
A003232,D00057,R005,Email,2023-06-08,15,Positive,Sent pricing deck
A003233,D00039,R005,Email,2024-04-07,30,Negative,Budget approved
A003234,D00801,R004,Demo,2024-11-01,120,Positive,Follow up scheduled
A003235,D01042,R004,Email,2024-05-09,30,Positive,Decision deferred
A003236,D00732,R002,Email,2024-11-19,120,Positive,Sent pricing deck
A003237,D00825,R002,Email,2023-05-05,30,Neutral,Awaiting legal review
A003238,D00756,R002,Meeting,2023-04-20,120,Neutral,
A003239,D00352,R002,Follow-up,2023-10-04,30,Positive,Sent pricing deck
A003240,D00283,R001,Proposal Sent,2024-12-14,90,Neutral,Follow up scheduled
A003241,D00110,R002,Follow-up,2023-10-05,30,No Response,Budget approved
A003242,D01017,R001,Follow-up,2023-12-28,45,Neutral,Budget approved
A003243,D00544,R003,Follow-up,2023-05-12,30,Positive,Decision deferred
A003244,D00025,R002,Email,2023-01-14,60,Positive,Follow up scheduled
A003245,D00843,R002,Demo,2024-12-08,60,Positive,Follow up scheduled
A003246,D00791,R003,Demo,2024-12-11,15,Positive,Champion confirmed
A003247,D00738,R002,Demo,2024-11-30,45,No Response,
A003248,D00057,R005,Demo,2023-05-26,30,Positive,
A003249,D00180,R004,Call,2024-12-21,120,Neutral,Champion confirmed
A003250,D00232,R002,Demo,2024-12-20,60,Negative,
A003251,D00343,R005,Follow-up,2023-05-24,15,Neutral,Sent pricing deck
A003252,D00477,R002,Proposal Sent,2024-07-01,90,No Response,
A003253,D00576,R004,Proposal Sent,2023-09-03,60,Neutral,
A003254,D00455,R002,Meeting,2024-06-11,45,No Response,Champion confirmed
A003255,D00289,R004,Meeting,2023-04-16,60,Neutral,Decision deferred
A003256,D00258,R005,Call,2024-11-28,90,Neutral,Champion confirmed
A003257,D00530,R004,Meeting,2024-11-19,120,Neutral,Decision deferred
A003258,D00687,R002,Demo,2024-12-22,90,Neutral,Follow up scheduled
A003259,D00929,R004,Demo,2023-05-24,15,Neutral,Stakeholder meeting set
A003260,D00229,R001,Follow-up,2024-04-11,90,Neutral,Sent pricing deck
A003261,D00596,R001,Follow-up,2023-11-11,60,Negative,Champion confirmed
A003262,D00435,R004,Email,2023-05-26,90,Neutral,Follow up scheduled
A003263,D00882,R003,Proposal Sent,2024-02-26,120,Neutral,Budget approved
A003264,D01021,R004,Follow-up,2023-07-17,15,Positive,Sent pricing deck
A003265,D00402,R005,Meeting,2024-12-11,45,Neutral,Champion confirmed
A003266,D00622,R002,Proposal Sent,2024-09-23,15,Negative,Stakeholder meeting set
A003267,D00088,R002,Follow-up,2023-05-04,60,Negative,Follow up scheduled
A003268,D00584,R005,Demo,2024-04-17,45,Neutral,Champion confirmed
A003269,D00309,R003,Call,2024-08-22,60,Positive,Stakeholder meeting set
A003270,D00906,R002,Email,2023-08-20,60,Positive,Stakeholder meeting set
A003271,D00343,R005,Meeting,2023-08-24,60,Positive,Follow up scheduled
A003272,D00436,R002,Meeting,2024-04-13,120,Positive,Stakeholder meeting set
A003273,D00177,R005,Meeting,2023-08-15,90,Neutral,Decision deferred
A003274,D00139,R001,Follow-up,2024-11-19,45,Positive,Stakeholder meeting set
A003275,D00194,R005,Demo,2024-01-12,30,Neutral,Budget approved
A003276,D01188,R004,Email,2023-04-18,60,Negative,Awaiting legal review
A003277,D01185,R003,Meeting,2024-12-11,120,No Response,Decision deferred
A003278,D00943,R003,Follow-up,2024-01-14,120,Positive,Sent pricing deck
A003279,D00525,R001,Email,2024-03-23,120,Positive,Decision deferred
A003280,D01066,R005,Follow-up,2024-01-26,15,No Response,Follow up scheduled
A003281,D00915,R003,Proposal Sent,2023-09-19,45,Neutral,Sent pricing deck
A003282,D00210,R002,Call,2024-07-06,45,Neutral,
A003283,D00741,R001,Follow-up,2023-05-01,60,Neutral,Follow up scheduled
A003284,D00862,R002,Demo,2024-07-08,15,No Response,Follow up scheduled
A003285,D00954,R001,Follow-up,2024-12-30,45,Neutral,Awaiting legal review
A003286,D00833,R005,Email,2024-11-09,90,Neutral,Budget approved
A003287,D00140,R004,Meeting,2023-10-11,30,Negative,Budget approved
A003288,D00792,R005,Meeting,2024-09-22,15,Neutral,Awaiting legal review
A003289,D00546,R002,Email,2024-01-26,15,Negative,Sent pricing deck
A003290,D01017,R001,Meeting,2024-02-06,60,Negative,Champion confirmed
